month,hour,is_weekend,temp_dry,humidity,wind_speed,cloud_cover,pressure,is_raining,season,kWh
7,19,0,24.53,75.07,3.58,24.42,1007.95,0,rainy,0.4919
7,20,0,23.8,77.48,3.35,10.54,1006.13,0,rainy,0.6885
7,21,0,23.18,79.55,1.56,68.15,1013.09,0,rainy,0.6589
7,22,0,22.71,81.14,4.55,31.21,1012.87,0,rainy,0.6343
7,23,0,22.41,82.14,4.03,30.24,1009.1,0,rainy,0.5774
7,0,0,27.35,100.0,2.42,66.27,1012.24,0,rainy,0.7562
7,1,0,27.45,99.78,2.46,29.21,1006.69,0,rainy,0.7552
7,2,0,27.75,98.78,3.48,39.77,1009.97,0,rainy,0.7634
7,3,0,28.23,97.19,4.73,62.56,1011.18,0,rainy,0.7937
7,4,0,28.85,95.12,1.09,62.88,1012.97,0,rainy,0.8063
7,5,0,29.58,92.71,3.14,29.43,1008.02,0,rainy,0.8164
7,6,0,30.35,90.12,2.15,48.24,1013.61,0,rainy,0.381
7,7,0,31.13,87.53,4.31,30.17,1008.86,0,rainy,0.4296
7,8,0,31.85,85.12,3.42,42.15,1008.48,0,rainy,0.4252
7,9,0,32.47,83.05,1.78,22.89,1005.62,0,rainy,0.2924
7,10,0,32.95,81.46,1.94,28.24,1014.62,0,rainy,0.3626
7,11,0,33.25,80.46,0.98,12.72,1013.15,0,rainy,0.3475
7,12,0,33.35,80.12,1.36,47.41,1009.05,0,rainy,0.5912
7,13,0,33.25,80.46,3.19,13.62,1012.17,0,rainy,0.5677
7,14,0,32.95,81.46,4.13,68.67,1007.76,0,rainy,0.411
7,15,0,32.47,83.05,4.19,53.78,1014.04,0,rainy,0.4003
7,16,0,31.85,85.12,0.97,15.91,1012.96,0,rainy,0.4001
7,17,0,31.13,87.53,3.52,17.59,1005.04,0,rainy,0.6719
7,18,0,30.35,90.12,2.08,16.58,1005.84,0,rainy,0.6431
7,19,0,29.58,92.71,1.33,41.39,1007.81,0,rainy,0.6549
7,20,0,28.85,95.12,3.81,40.96,1005.95,0,rainy,0.8672
7,21,0,28.23,97.19,4.72,35.75,1014.91,0,rainy,0.8322
7,22,0,27.75,98.78,1.8,41.6,1012.91,0,rainy,0.8094
7,23,0,27.45,99.78,2.45,57.09,1007.02,0,rainy,0.7501
7,0,0,27.93,96.18,3.66,68.85,1012.63,1,rainy,0.6038
7,1,0,28.03,95.84,2.56,65.69,1007.72,1,rainy,0.6124
7,2,0,28.33,94.84,1.53,76.41,1012.5,1,rainy,0.6022
7,3,0,28.81,93.25,7.76,95.6,1007.02,1,rainy,0.6351
7,4,0,29.43,91.18,2.93,60.52,1008.23,0,rainy,0.8651
7,5,0,30.15,88.77,3.85,65.79,1007.41,0,rainy,0.795
7,6,0,30.93,86.18,1.13,51.32,1008.58,0,rainy,0.4178
7,7,0,31.71,83.59,4.63,64.91,1010.48,1,rainy,0.3379
7,8,0,32.43,81.18,1.48,85.22,1006.45,1,rainy,0.315
7,9,0,33.05,79.11,3.53,18.53,1008.91,0,rainy,0.3381
7,10,0,33.53,92.52,4.5,90.6,1012.26,1,rainy,0.3085
7,11,0,33.83,91.52,3.27,46.44,1012.89,0,rainy,0.3488
7,12,0,33.93,91.18,3.1,32.6,1005.86,0,rainy,0.5564
7,13,0,33.83,91.52,3.79,40.8,1005.19,0,rainy,0.5409
7,14,0,33.53,92.52,1.51,64.08,1005.32,0,rainy,0.4343
7,15,0,33.05,94.11,3.51,37.6,1007.54,0,rainy,0.3813
7,16,0,32.43,96.18,2.28,19.19,1011.56,0,rainy,0.3936
7,17,0,31.71,98.59,1.05,31.55,1007.17,0,rainy,0.7052
7,18,0,30.93,100.0,4.78,61.44,1005.76,0,rainy,0.7164
7,19,0,30.15,88.77,3.97,48.63,1008.59,0,rainy,0.6645
7,20,0,29.43,91.18,1.08,68.18,1008.5,1,rainy,0.6542
7,21,0,28.81,93.25,4.28,63.67,1007.53,0,rainy,0.8447
7,22,0,28.33,94.84,7.8,67.72,1010.49,1,rainy,0.6378
7,23,0,28.03,95.84,2.82,95.97,1008.93,1,rainy,0.5801
7,0,1,27.47,92.06,1.5,44.46,1009.03,0,rainy,0.7655
7,1,1,27.58,91.72,2.52,56.87,1010.32,0,rainy,0.7738
7,2,1,27.88,90.72,3.66,35.74,1013.51,0,rainy,0.7111
7,3,1,28.35,89.13,1.3,30.42,1014.39,0,rainy,0.8197
7,4,1,28.97,87.06,4.1,28.96,1012.15,0,rainy,0.8315
7,5,1,29.7,84.65,3.32,20.06,1012.72,0,rainy,0.8448
7,6,1,30.47,82.06,3.83,26.3,1012.78,0,rainy,0.3973
7,7,1,31.25,79.47,1.87,50.9,1012.39,0,rainy,0.4382
7,8,1,31.97,77.06,3.19,37.78,1009.16,0,rainy,0.4244
7,9,1,32.6,74.99,3.28,14.65,1013.49,0,rainy,0.3236
7,10,1,33.07,73.4,0.8,11.25,1009.57,0,rainy,0.6036
7,11,1,33.37,72.4,1.54,26.3,1008.99,0,rainy,0.6339
7,12,1,33.47,72.06,2.09,23.5,1012.29,0,rainy,0.8396
7,13,1,33.37,72.4,2.65,48.26,1014.35,0,rainy,0.8551
7,14,1,33.07,73.4,3.77,27.36,1012.31,0,rainy,0.6784
7,15,1,32.6,74.99,3.55,39.47,1006.46,0,rainy,0.6591
7,16,1,31.97,77.06,3.14,25.47,1008.19,0,rainy,0.6004
7,17,1,31.25,79.47,2.69,48.43,1005.05,0,rainy,0.6824
7,18,1,30.47,82.06,2.4,48.98,1008.42,0,rainy,0.6596
7,19,1,29.7,84.65,4.71,23.43,1009.33,0,rainy,0.6382
7,20,1,28.97,87.06,1.12,12.52,1005.79,0,rainy,0.8379
7,21,1,28.35,89.13,2.17,39.91,1013.04,0,rainy,0.8479
7,22,1,27.88,90.72,2.56,29.23,1012.21,0,rainy,0.8514
7,23,1,27.58,91.72,2.35,49.7,1010.04,0,rainy,0.7613
7,0,1,26.1,93.01,2.67,20.73,1014.09,0,rainy,0.7021
7,1,1,26.21,92.67,1.63,62.77,1005.22,0,rainy,0.719
7,2,1,26.51,91.67,3.47,18.15,1014.78,0,rainy,0.7293
7,3,1,26.98,90.08,3.85,20.84,1006.18,0,rainy,0.7276
7,4,1,27.6,88.01,1.38,24.39,1010.53,0,rainy,0.7692
7,5,1,28.33,85.59,3.04,13.49,1012.98,0,rainy,0.8148
7,6,1,29.1,83.01,0.83,17.93,1006.88,0,rainy,0.3969
7,7,1,29.88,80.42,1.62,42.44,1008.32,0,rainy,0.4282
7,8,1,30.6,78.01,1.58,67.95,1014.02,0,rainy,0.3897
7,9,1,31.23,75.93,4.77,38.04,1009.19,0,rainy,0.319
7,10,1,31.7,74.35,1.65,61.8,1010.71,0,rainy,0.6323
7,11,1,32.0,73.35,1.64,10.18,1007.79,0,rainy,0.5895
7,12,1,32.1,73.01,1.76,15.61,1008.21,0,rainy,0.814
7,13,1,32.0,73.35,4.95,35.56,1006.53,0,rainy,0.8123
7,14,1,31.7,74.35,3.41,38.56,1005.56,0,rainy,0.6301
7,15,1,31.23,75.93,1.22,18.42,1014.29,0,rainy,0.6353
7,16,1,30.6,78.01,3.45,50.99,1010.55,0,rainy,0.6318
7,17,1,29.88,80.42,1.15,34.61,1011.9,0,rainy,0.6173
7,18,1,29.1,83.01,1.36,17.77,1013.18,0,rainy,0.6505
7,19,1,28.33,85.59,2.28,35.09,1011.9,0,rainy,0.6356
7,20,1,27.6,88.01,2.8,54.4,1014.69,0,rainy,0.8117
7,21,1,26.98,90.08,2.94,59.24,1010.12,0,rainy,0.8021
7,22,1,26.51,91.67,3.08,13.3,1014.01,0,rainy,0.7877
7,23,1,26.21,92.67,2.11,19.6,1007.33,0,rainy,0.7342
7,0,0,27.14,83.23,1.79,36.31,1005.95,0,rainy,0.7224
7,1,0,27.24,82.88,5.28,60.83,1005.22,1,rainy,0.5748
7,2,0,27.54,81.89,3.7,21.0,1006.55,0,rainy,0.7499
7,3,0,28.02,80.3,0.89,45.1,1013.49,0,rainy,0.7841
7,4,0,28.64,78.23,4.62,65.3,1014.21,0,rainy,0.8035
7,5,0,29.36,75.81,2.85,90.79,1012.27,1,rainy,0.6275
7,6,0,30.14,73.23,1.73,57.06,1009.02,0,rainy,0.3969
7,7,0,30.91,70.64,4.58,78.1,1010.32,1,rainy,0.2584
7,8,0,31.64,68.23,1.54,41.04,1011.63,0,rainy,0.4137
7,9,0,32.26,66.15,2.04,18.82,1014.09,0,rainy,0.3477
7,10,0,32.74,79.57,3.66,44.52,1013.54,0,rainy,0.3326
7,11,0,33.04,78.57,0.82,34.94,1009.23,0,rainy,0.3482
7,12,0,33.14,78.23,4.52,58.29,1005.51,0,rainy,0.5432
7,13,0,33.04,78.57,4.48,96.01,1012.59,1,rainy,0.4219
7,14,0,32.74,79.57,5.72,76.67,1006.33,1,rainy,0.2818
7,15,0,32.26,81.15,4.22,68.25,1014.75,0,rainy,0.3779
7,16,0,31.64,83.23,3.1,61.31,1010.18,0,rainy,0.3975
7,17,0,30.91,85.64,7.64,62.25,1005.04,1,rainy,0.4981
7,18,0,30.14,88.23,1.98,53.73,1011.98,0,rainy,0.6422
7,19,0,29.36,75.81,1.62,58.26,1005.42,0,rainy,0.6475
7,20,0,28.64,78.23,1.46,68.03,1012.26,1,rainy,0.656
7,21,0,28.02,80.3,5.47,78.13,1013.77,1,rainy,0.6159
7,22,0,27.54,81.89,4.4,32.41,1008.1,0,rainy,0.8093
7,23,0,27.24,82.88,3.14,11.85,1010.94,0,rainy,0.7401
7,0,0,25.72,93.86,3.81,31.41,1011.42,0,rainy,0.7182
7,1,0,25.82,93.52,4.93,35.86,1007.16,0,rainy,0.7191
7,2,0,26.12,92.52,4.18,42.04,1009.77,0,rainy,0.7357
7,3,0,26.6,90.93,7.82,68.2,1011.93,1,rainy,0.5655
7,4,0,27.22,88.86,0.7,32.02,1008.69,0,rainy,0.7259
7,5,0,27.95,86.45,5.1,80.34,1007.4,1,rainy,0.585
7,6,0,28.72,83.86,2.63,64.02,1013.57,0,rainy,0.3785
7,7,0,29.5,81.28,1.97,35.55,1011.41,0,rainy,0.3736
7,8,0,30.22,78.86,2.62,98.72,1014.17,1,rainy,0.2972
7,9,0,30.84,76.79,1.03,99.85,1011.4,1,rainy,0.2244
7,10,0,31.32,90.2,2.13,50.34,1014.58,0,rainy,0.3127
7,11,0,31.62,89.2,4.92,68.05,1009.5,0,rainy,0.3382
7,12,0,31.72,88.86,2.17,28.12,1006.65,0,rainy,0.5467
7,13,0,31.62,89.2,2.31,23.87,1008.73,0,rainy,0.5097
7,14,0,31.32,90.2,2.25,61.21,1014.14,0,rainy,0.3942
7,15,0,30.84,91.79,3.56,33.42,1007.96,0,rainy,0.3377
7,16,0,30.22,93.86,7.85,82.97,1009.53,1,rainy,0.253
7,17,0,29.5,96.28,0.93,41.08,1014.94,0,rainy,0.6073
7,18,0,28.72,98.86,3.28,36.26,1005.88,0,rainy,0.6322
7,19,0,27.95,86.45,2.89,30.24,1011.97,0,rainy,0.5964
7,20,0,27.22,88.86,4.54,62.6,1011.02,1,rainy,0.5881
7,21,0,26.6,90.93,1.74,27.63,1013.69,0,rainy,0.7547
7,22,0,26.12,92.52,7.67,79.82,1011.25,1,rainy,0.5596
7,23,0,25.82,93.52,5.42,85.85,1006.1,1,rainy,0.5648
8,0,0,27.07,92.61,4.15,37.67,1013.25,0,rainy,0.737
8,1,0,27.17,92.27,5.76,73.98,1012.03,1,rainy,0.5915
8,2,0,27.47,91.27,3.35,37.22,1010.39,0,rainy,0.7615
8,3,0,27.95,89.68,2.15,67.04,1014.8,0,rainy,0.7567
8,4,0,28.57,87.61,1.36,24.55,1006.42,0,rainy,0.7935
8,5,0,29.3,85.2,3.52,69.3,1012.6,0,rainy,0.8253
8,6,0,30.07,82.61,3.0,78.92,1013.94,1,rainy,0.2975
8,7,0,30.85,80.03,4.24,40.84,1007.31,0,rainy,0.3872
8,8,0,31.57,77.61,4.7,91.68,1009.02,1,rainy,0.3205
8,9,0,32.19,75.54,1.54,41.01,1005.14,0,rainy,0.3326
8,10,0,32.67,88.95,4.02,39.59,1011.95,0,rainy,0.3322
8,11,0,32.97,87.95,2.65,27.2,1013.73,0,rainy,0.3419
8,12,0,33.07,87.61,7.95,99.12,1010.98,1,rainy,0.3986
8,13,0,32.97,87.95,4.33,62.0,1005.57,1,rainy,0.4059
8,14,0,32.67,88.95,1.4,32.32,1010.45,0,rainy,0.4181
8,15,0,32.19,90.54,1.42,63.5,1013.59,0,rainy,0.3798
8,16,0,31.57,92.61,2.97,97.64,1014.27,1,rainy,0.2732
8,17,0,30.85,95.03,2.98,39.31,1011.94,0,rainy,0.6428
8,18,0,30.07,97.61,1.51,57.0,1008.03,0,rainy,0.6572
8,19,0,29.3,85.2,7.22,70.3,1008.27,1,rainy,0.4589
8,20,0,28.57,87.61,0.83,33.85,1008.63,0,rainy,0.8664
8,21,0,27.95,89.68,6.48,75.17,1012.59,1,rainy,0.6156
8,22,0,27.47,91.27,4.08,67.23,1009.08,0,rainy,0.8098
8,23,0,27.17,92.27,2.57,72.12,1006.45,1,rainy,0.592
8,0,0,27.53,94.47,0.8,40.38,1006.41,0,rainy,0.7621
8,1,0,27.63,94.13,2.65,62.4,1007.66,1,rainy,0.5755
8,2,0,27.93,93.13,1.58,24.13,1011.87,0,rainy,0.7732
8,3,0,28.41,91.54,1.39,30.41,1008.3,0,rainy,0.8161
8,4,0,29.03,89.47,3.53,32.03,1007.37,0,rainy,0.7969
8,5,0,29.75,87.05,3.59,43.46,1007.39,0,rainy,0.8679
8,6,0,30.53,84.47,1.55,53.31,1014.75,0,rainy,0.397
8,7,0,31.3,81.88,2.15,81.33,1009.29,1,rainy,0.3554
8,8,0,32.03,79.47,1.37,53.2,1013.22,0,rainy,0.4201
8,9,0,32.65,77.4,1.89,47.52,1008.86,0,rainy,0.2936
8,10,0,33.12,90.81,3.33,83.79,1012.26,1,rainy,0.2311
8,11,0,33.42,89.81,3.73,68.86,1010.16,1,rainy,0.2608
8,12,0,33.53,89.47,1.35,55.27,1014.46,0,rainy,0.5447
8,13,0,33.42,89.81,2.2,58.33,1012.47,0,rainy,0.5481
8,14,0,33.12,90.81,0.65,56.01,1013.27,0,rainy,0.4077
8,15,0,32.65,92.4,2.44,68.77,1005.67,0,rainy,0.4096
8,16,0,32.03,94.47,1.82,12.79,1010.87,0,rainy,0.4006
8,17,0,31.3,96.88,4.55,35.23,1005.8,0,rainy,0.6611
8,18,0,30.53,99.47,1.95,59.71,1007.99,0,rainy,0.6825
8,19,0,29.75,87.05,3.17,29.78,1006.39,0,rainy,0.6317
8,20,0,29.03,89.47,1.21,69.93,1014.48,0,rainy,0.8546
8,21,0,28.41,91.54,5.51,88.99,1006.78,1,rainy,0.6203
8,22,0,27.93,93.13,1.11,27.95,1009.23,0,rainy,0.8207
8,23,0,27.63,94.13,6.55,94.07,1009.43,1,rainy,0.5688
8,0,0,26.56,100.0,3.29,51.01,1011.18,0,rainy,0.7136
8,1,0,26.66,100.0,4.48,19.74,1008.42,0,rainy,0.7676
8,2,0,26.96,99.97,3.63,84.0,1013.15,1,rainy,0.5973
8,3,0,27.44,98.38,3.72,68.38,1011.07,1,rainy,0.557
8,4,0,28.06,96.31,4.95,44.69,1011.91,0,rainy,0.7807
8,5,0,28.79,93.9,4.63,81.03,1010.75,1,rainy,0.5987
8,6,0,29.56,91.31,4.45,68.28,1006.18,0,rainy,0.3686
8,7,0,30.34,88.73,4.87,81.79,1007.27,1,rainy,0.2879
8,8,0,31.06,86.31,0.59,53.97,1008.96,0,rainy,0.418
8,9,0,31.68,84.24,2.7,70.15,1006.0,1,rainy,0.26
8,10,0,32.16,97.65,1.82,15.2,1005.46,0,rainy,0.3394
8,11,0,32.46,96.65,1.74,26.94,1012.98,0,rainy,0.2943
8,12,0,32.56,96.31,0.68,30.88,1005.37,0,rainy,0.5576
8,13,0,32.46,96.65,4.58,51.85,1013.86,0,rainy,0.5805
8,14,0,32.16,97.65,1.89,38.51,1010.07,0,rainy,0.4294
8,15,0,31.68,99.24,4.2,86.22,1011.2,1,rainy,0.2811
8,16,0,31.06,100.0,2.47,77.38,1013.75,1,rainy,0.2428
8,17,0,30.34,100.0,2.5,87.03,1014.9,1,rainy,0.4928
8,18,0,29.56,100.0,3.46,27.34,1007.75,0,rainy,0.6275
8,19,0,28.79,93.9,4.3,46.31,1005.73,0,rainy,0.637
8,20,0,28.06,96.31,5.59,89.5,1006.94,1,rainy,0.5964
8,21,0,27.44,98.38,1.89,30.67,1007.07,0,rainy,0.7919
8,22,0,26.96,99.97,4.83,21.73,1006.55,0,rainy,0.7879
8,23,0,26.66,100.0,5.45,69.25,1011.86,1,rainy,0.569
8,0,0,24.78,92.75,2.44,68.82,1011.14,0,rainy,0.6342
8,1,0,24.89,92.41,2.55,14.64,1013.18,0,rainy,0.6654
8,2,0,25.19,91.41,3.12,11.02,1013.81,0,rainy,0.6742
8,3,0,25.66,89.82,1.65,56.34,1006.92,0,rainy,0.6917
8,4,0,26.28,87.75,2.27,32.68,1013.74,0,rainy,0.6964
8,5,0,27.01,85.34,4.79,42.06,1006.13,0,rainy,0.7825
8,6,0,27.78,82.75,4.83,22.46,1014.57,0,rainy,0.3585
8,7,0,28.56,80.16,0.72,35.27,1011.55,0,rainy,0.3715
8,8,0,29.28,77.75,0.76,14.65,1009.85,0,rainy,0.3868
8,9,0,29.9,75.68,4.99,31.39,1010.32,0,rainy,0.3097
8,10,0,30.38,74.09,2.24,32.51,1006.95,0,rainy,0.248
8,11,0,30.68,73.09,1.22,26.25,1008.11,0,rainy,0.3195
8,12,0,30.78,72.75,0.76,40.52,1006.54,0,rainy,0.5169
8,13,0,30.68,73.09,3.62,13.81,1005.62,0,rainy,0.5266
8,14,0,30.38,74.09,3.87,54.33,1011.51,0,rainy,0.3471
8,15,0,29.9,75.68,1.12,53.61,1008.4,0,rainy,0.3533
8,16,0,29.28,77.75,2.76,66.56,1014.67,0,rainy,0.339
8,17,0,28.56,80.16,3.34,13.74,1005.79,0,rainy,0.5949
8,18,0,27.78,82.75,1.66,20.52,1012.49,0,rainy,0.5977
8,19,0,27.01,85.34,0.66,17.91,1008.95,0,rainy,0.567
8,20,0,26.28,87.75,1.0,68.77,1006.02,0,rainy,0.7498
8,21,0,25.66,89.82,1.4,53.04,1009.6,0,rainy,0.7657
8,22,0,25.19,91.41,2.53,25.92,1012.69,0,rainy,0.7286
8,23,0,24.89,92.41,1.69,65.7,1007.4,0,rainy,0.7082
8,0,0,28.1,100.0,3.86,32.47,1013.08,0,rainy,0.8116
8,1,0,28.2,99.84,7.76,78.59,1007.98,1,rainy,0.606
8,2,0,28.5,98.84,4.91,68.43,1014.5,1,rainy,0.5679
8,3,0,28.97,97.25,3.19,47.49,1006.59,0,rainy,0.8324
8,4,0,29.6,95.18,0.58,35.81,1010.4,0,rainy,0.8252
8,5,0,30.32,92.77,5.15,82.83,1012.75,1,rainy,0.6523
8,6,0,31.1,90.18,4.61,45.62,1009.52,0,rainy,0.406
8,7,0,31.87,87.59,1.3,88.51,1006.29,1,rainy,0.3131
8,8,0,32.6,85.18,2.7,83.41,1006.66,1,rainy,0.3601
8,9,0,33.22,83.11,1.69,83.13,1014.35,1,rainy,0.2642
8,10,0,33.69,96.52,7.85,99.9,1012.79,1,rainy,0.2589
8,11,0,33.99,95.52,6.53,95.81,1014.72,1,rainy,0.2533
8,12,0,34.1,95.18,2.84,41.33,1008.86,0,rainy,0.626
8,13,0,33.99,95.52,4.36,45.75,1013.63,0,rainy,0.5697
8,14,0,33.69,96.52,3.38,30.85,1009.46,0,rainy,0.3976
8,15,0,33.22,98.11,3.64,12.91,1013.41,0,rainy,0.3808
8,16,0,32.6,100.0,3.68,44.18,1009.29,0,rainy,0.4239
8,17,0,31.87,100.0,4.79,13.28,1012.93,0,rainy,0.6833
8,18,0,31.1,100.0,6.16,99.27,1009.72,1,rainy,0.4916
8,19,0,30.32,92.77,2.95,14.42,1010.53,0,rainy,0.6632
8,20,0,29.6,95.18,1.62,53.5,1013.88,0,rainy,0.9238
8,21,0,28.97,97.25,7.52,94.31,1012.75,1,rainy,0.6737
8,22,0,28.5,98.84,4.38,28.14,1009.89,0,rainy,0.8555
8,23,0,28.2,99.84,0.62,27.22,1007.0,0,rainy,0.7696
8,0,1,24.07,91.26,6.35,98.47,1008.2,1,rainy,0.489
8,1,1,24.17,90.92,2.35,38.1,1007.33,0,rainy,0.6604
8,2,1,24.47,89.92,4.7,81.12,1012.62,1,rainy,0.5236
8,3,1,24.94,88.33,2.23,67.71,1014.01,0,rainy,0.6604
8,4,1,25.57,86.26,3.45,48.26,1005.85,0,rainy,0.6615
8,5,1,26.29,83.85,4.59,46.61,1009.58,0,rainy,0.7379
8,6,1,27.07,81.26,1.22,45.57,1006.9,0,rainy,0.3513
8,7,1,27.84,78.67,2.45,18.89,1012.5,0,rainy,0.3663
8,8,1,28.57,76.26,1.63,19.81,1008.68,0,rainy,0.3798
8,9,1,29.19,74.19,2.31,13.73,1009.14,0,rainy,0.276
8,10,1,29.66,87.6,3.42,82.31,1009.16,1,rainy,0.3972
8,11,1,29.96,86.6,1.87,40.34,1012.28,0,rainy,0.5578
8,12,1,30.07,86.26,3.5,38.64,1013.02,0,rainy,0.7535
8,13,1,29.96,86.6,2.89,10.07,1007.15,0,rainy,0.7544
8,14,1,29.66,87.6,6.23,81.28,1009.12,1,rainy,0.4414
8,15,1,29.19,89.19,2.22,27.42,1008.5,0,rainy,0.6219
8,16,1,28.57,91.26,0.92,16.96,1011.6,0,rainy,0.521
8,17,1,27.84,93.67,6.53,76.44,1013.9,1,rainy,0.475
8,18,1,27.07,96.26,3.52,13.59,1007.41,0,rainy,0.5538
8,19,1,26.29,83.85,3.25,48.92,1011.68,0,rainy,0.5414
8,20,1,25.57,86.26,5.43,77.79,1011.37,1,rainy,0.5418
8,21,1,24.94,88.33,3.52,36.41,1009.56,0,rainy,0.7364
8,22,1,24.47,89.92,3.54,20.76,1010.77,0,rainy,0.6916
8,23,1,24.17,90.92,6.02,99.14,1007.5,1,rainy,0.4969
8,0,1,27.15,100.0,4.24,53.76,1007.12,0,rainy,0.7455
8,1,1,27.25,100.0,3.71,14.14,1005.24,0,rainy,0.7588
8,2,1,27.55,100.0,4.28,44.79,1008.8,0,rainy,0.7702
8,3,1,28.03,100.0,1.54,44.71,1005.15,0,rainy,0.7899
8,4,1,28.65,99.99,1.54,51.68,1013.58,0,rainy,0.8458
8,5,1,29.37,97.57,4.01,55.24,1011.43,0,rainy,0.7829
8,6,1,30.15,94.99,4.92,66.31,1014.47,0,rainy,0.4134
8,7,1,30.93,92.4,0.97,49.8,1007.71,0,rainy,0.4322
8,8,1,31.65,89.99,1.12,10.34,1009.39,0,rainy,0.4407
8,9,1,32.27,87.91,4.75,58.18,1014.98,0,rainy,0.316
8,10,1,32.75,86.32,2.35,68.58,1007.5,0,rainy,0.5944
8,11,1,33.05,85.33,2.9,58.38,1012.94,0,rainy,0.6376
8,12,1,33.15,84.99,2.79,26.55,1010.64,0,rainy,0.8617
8,13,1,33.05,85.33,1.6,46.33,1006.89,0,rainy,0.8553
8,14,1,32.75,86.32,3.76,61.98,1007.13,0,rainy,0.6465
8,15,1,32.27,87.91,2.89,19.52,1007.82,0,rainy,0.6972
8,16,1,31.65,89.99,2.6,15.77,1010.9,0,rainy,0.6372
8,17,1,30.93,92.4,0.64,25.46,1006.26,0,rainy,0.6633
8,18,1,30.15,94.99,1.32,18.34,1013.03,0,rainy,0.6311
8,19,1,29.37,97.57,1.84,16.02,1012.98,0,rainy,0.6298
8,20,1,28.65,99.99,1.22,31.87,1009.04,0,rainy,0.8421
8,21,1,28.03,100.0,2.28,47.66,1005.1,0,rainy,0.8301
8,22,1,27.55,100.0,3.71,50.43,1011.29,0,rainy,0.8197
8,23,1,27.25,100.0,3.65,33.23,1010.84,0,rainy,0.7147
8,0,0,26.14,89.68,4.44,32.24,1013.43,0,rainy,0.7527
8,1,0,26.24,89.34,2.77,58.85,1008.99,0,rainy,0.7133
8,2,0,26.54,88.34,1.54,64.93,1007.57,0,rainy,0.7515
8,3,0,27.02,86.75,1.49,66.33,1013.64,0,rainy,0.7413
8,4,0,27.64,84.68,4.87,25.49,1010.97,0,rainy,0.7633
8,5,0,28.36,82.27,1.5,56.06,1014.69,0,rainy,0.7871
8,6,0,29.14,79.68,3.62,48.17,1007.18,0,rainy,0.3925
8,7,0,29.92,77.09,4.8,61.86,1006.26,0,rainy,0.4133
8,8,0,30.64,74.68,4.12,15.8,1013.66,0,rainy,0.3739
8,9,0,31.26,72.61,1.88,49.16,1007.38,0,rainy,0.3379
8,10,0,31.74,71.02,1.47,39.29,1009.84,0,rainy,0.343
8,11,0,32.04,70.02,4.76,65.37,1011.83,0,rainy,0.3142
8,12,0,32.14,69.68,0.68,22.68,1006.47,0,rainy,0.542
8,13,0,32.04,70.02,2.59,61.3,1011.61,0,rainy,0.5512
8,14,0,31.74,71.02,1.62,11.45,1009.36,0,rainy,0.3525
8,15,0,31.26,72.61,2.14,55.87,1013.17,0,rainy,0.3764
8,16,0,30.64,74.68,3.56,15.88,1007.93,0,rainy,0.3503
8,17,0,29.92,77.09,4.7,49.92,1005.21,0,rainy,0.674
8,18,0,29.14,79.68,3.97,10.67,1011.46,0,rainy,0.6267
8,19,0,28.36,82.27,1.37,12.52,1009.24,0,rainy,0.5699
8,20,0,27.64,84.68,2.66,60.04,1010.86,0,rainy,0.8075
8,21,0,27.02,86.75,4.38,52.04,1007.03,0,rainy,0.8076
8,22,0,26.54,88.34,4.91,31.39,1014.83,0,rainy,0.762
8,23,0,26.24,89.34,3.28,36.46,1014.0,0,rainy,0.6919
8,0,0,27.15,90.81,1.42,80.16,1008.92,1,rainy,0.5598
8,1,0,27.26,90.47,0.7,28.14,1010.57,0,rainy,0.7645
8,2,0,27.55,89.47,3.28,34.57,1014.0,0,rainy,0.7549
8,3,0,28.03,87.88,3.86,40.11,1009.95,0,rainy,0.7944
8,4,0,28.65,85.81,4.44,82.8,1010.18,1,rainy,0.5636
8,5,0,29.38,83.4,4.78,41.18,1011.49,0,rainy,0.7873
8,6,0,30.15,80.81,5.39,81.26,1011.4,1,rainy,0.2772
8,7,0,30.93,78.23,3.99,73.51,1005.62,1,rainy,0.3177
8,8,0,31.65,75.81,4.61,30.64,1006.54,0,rainy,0.4259
8,9,0,32.27,73.74,1.07,97.5,1009.13,1,rainy,0.2316
8,10,0,32.75,87.15,0.92,33.07,1008.03,0,rainy,0.3058
8,11,0,33.05,86.15,4.43,60.18,1005.49,0,rainy,0.3364
8,12,0,33.15,85.81,5.16,71.01,1008.61,1,rainy,0.432
8,13,0,33.05,86.15,1.79,84.98,1007.55,1,rainy,0.4362
8,14,0,32.75,87.15,5.31,66.92,1010.64,1,rainy,0.2739
8,15,0,32.27,88.74,7.85,83.36,1010.72,1,rainy,0.283
8,16,0,31.65,90.81,2.46,36.65,1010.0,0,rainy,0.3539
8,17,0,30.93,93.23,2.48,11.76,1010.11,0,rainy,0.7028
8,18,0,30.15,95.81,2.42,26.56,1009.85,0,rainy,0.6752
8,19,0,29.38,83.4,5.0,30.49,1013.49,0,rainy,0.6483
8,20,0,28.65,85.81,3.2,67.8,1009.52,1,rainy,0.6469
8,21,0,28.03,87.88,3.17,26.32,1007.83,0,rainy,0.8395
8,22,0,27.55,89.47,2.0,87.37,1011.68,1,rainy,0.6311
8,23,0,27.26,90.47,7.99,91.34,1013.51,1,rainy,0.578
8,0,0,26.96,99.02,3.34,53.45,1012.96,0,rainy,0.7262
8,1,0,27.06,98.68,2.23,25.9,1005.17,0,rainy,0.7474
8,2,0,27.36,97.68,4.8,92.35,1005.1,1,rainy,0.5335
